id	entry	ipa	pos	definition	example_sent	scientific_name	wiki_link	pic_link	comment	audio	created_at	marked
4043	pai kukigadu	pai kukigadu	LEX	bugio barriga-branca							13/04/2026	
4044	x	paiwa	LEX	nosso birote							13/04/2026	
4045	paiwa (vrt. de poiwo)	paiwa	LEX	cânula, birote parecido com cânula							13/04/2026	
4046	paiwe (vart. de paiwoe)	paiwe	LEX	membros do clã dos bugio							13/04/2026	
4047	paiwoe (pl. de paiwoedu, fem. paiwoeredo)	paiwoe	LEX	membros do clã da metade dos tugarege cujo principal símbolo é o bugio (pai)							13/04/2026	
4048	pana	panːa	LEX	instrumento musical de sopro formado de duas ou mais cabacinha emendadas, tocado por Ituubore							13/04/2026	
4049	pao	pao	LEX	nosso Pai (deus)							13/04/2026	
4050	paopao	paopao	LEX	peteca	muga ure papao tawuje		https://pt.wikipedia.org/wiki/Peteca	https://sme.goiania.go.gov.br/conexaoescola/wp-content/uploads/2025/02/peteca-nova.png			13/04/2026	
4051	para	paɾa	LEX	peito							13/04/2026	
4052	parada	paɾadːa	LEX	balanço, oscilação							13/04/2026	
4053	paradu	paɾadːɯ	LEX	balanço, oscilação, agilidade; balançar, oscilar							13/04/2026	
4054	paradudo	paɾadːudːʌ	VC	balançar, fazer oscilar, tornar ágil							13/04/2026	
4055	paradurewu	paɾaduˈɾew	S	aquilo que balança, que oscila, o ágil							13/04/2026	
4056	parapara	paɾapaɾa	LEX	interstícios, falha							13/04/2026	
4057	paraparado	paɾapaɾadːʌ	VC	fazer interstícios, falhar, rarear							13/04/2026	
4058	parapararewu	paɾapaɾaˈɾew	LEX	aquilo que tem interstícios, o falhado, o rareado							13/04/2026	
4059	pararepo	paɾaɾepo	ADV	com moderação, devagar							13/04/2026	
4060	pari (pl. pare)	paɾi	LEX	ema	pari rekodu jare = ema corre longe.	Rhea americana	https://pt.wikipedia.org/wiki/Ema	https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Nandu_Rhea_americana_Tierpark_Hellabrunn-1.jpg/960px-Nandu_Rhea_americana_Tierpark_Hellabrunn-1.jpg			13/04/2026	
4061	pari bopona	paɾi bopona	LEX	alfa e Beta Centauri (ver: aiepa)							13/04/2026	
4062	pari burea	paɾi buɾea	LEX	pegada de ema; constelação correspondente ao Cruzeiro do Sul							13/04/2026	
4063	parigogo	paɾigogo	LEX	jacu		Penelope	https://pt.wikipedia.org/wiki/Penelope	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Penelope_purpurascens.jpg/960px-Penelope_purpurascens.jpg			13/04/2026	
4064	parigogo cerewu	paɾigogo tʃeɾew	S	jacutinga							13/04/2026	
4065	parikiboto	paɾikiboto	LEX	leque, abanico							13/04/2026	
4066	parikiogodo	paɾikioˈgodːʌ	LEX	perdiz		Rhynchotus rufescens	https://pt.wikipedia.org/wiki/Rhynchotus_rufescens]	https://upload.wikimedia.org/wikipedia/commons/4/42/Rhynchotus_rufescens2.JPG			13/04/2026	
4067	pariko	paɾiko	LEX	grande diadema dos bororo feita de penas de cauda de arara e outras ave	pariko meture imedu aora tabo tada = o coca esta na cabeça do homem.						13/04/2026	
4068	parira	paɾiɾa	LEX	flautinha de taquara							13/04/2026	
4069	pariwa	paɾiwa	LEX	focinho de queixada							13/04/2026	
4070	paro i	paɾo i	LEX	árvore de sucupira							13/04/2026	
4071	paro meriri	paɾo meɾiɾi	LEX	machado de ferro							13/04/2026	
4072	parori i	paɾoɾi i	LEX	árvore de cumbaru, de baru							13/04/2026	
4073	parori kuru	paɾoɾi kuɾu	LEX	refresco de polpa de fruta de cumbaru							13/04/2026	
4074	parotori	paɾotoɾi	LEX	machado de pedra							13/04/2026	
4075	paru	paɾu	LEX	princípio, foz, base, pé, sopé, início, rumo							13/04/2026	
4076	parudodu	paɾudːodːɯ	PPASS	iniciado, começado, principiado							13/04/2026	
4077	parudodurewu	paɾudːodːɯˈɾew	S	aquilo que foi começado							13/04/2026	
4078	parugajejeje	paɾugadʒedʒedʒːe	LEX	ao redor, por toda parte							13/04/2026	
4079	paruia	paɾuia	LEX	celebração de despedida, canto triste							13/04/2026	
4080	paruiado	paɾuiadːʌ	LEX	entoar canto sobre uma moribundo							13/04/2026	
4081	pawujedu	pawudʒedːɯ	S	adivinhação, descoberta, predição							13/04/2026	
4082	pe	pe	LEX	excremento, resto, polvilho; ventre							13/04/2026	
4083	peˈreto	peɾeto	LEX	barbatana anal dos peixe							13/04/2026	
4084	pea	pea	LEX	cintura; gases							13/04/2026	
4085	peado	peadːʌ	VC	peidar							13/04/2026	
4086	peagajejewu	peagadʒedʒewu	LEX	cinto							13/04/2026	
4087	peagiri	peaˈgiɾi	LEX	destruição; destruir, esmagar							13/04/2026	
4088	peagirido	peagiɾidːʌ	VC	esborrachar, amassar							13/04/2026	
4089	peagiridodu	peagiɾiˈdːodːɯ	PPASS	amassado							13/04/2026	
4090	peagirirewu	peagiɾiˈɾew	S	o amassado							13/04/2026	
4091	peagodurewu	peagoduˈɾew	S	aquele que peida							13/04/2026	
4092	pearege	peaɾege	LEX	peixinhocascudo							13/04/2026	
4093	pearodu	peaɾodːɯ	LEX	sujeira, imundície							13/04/2026	
4094	pearodurewu	peaɾoduˈɾew	LEX	o sujo, o imundo							13/04/2026	
4095	pebaru	pebaɾu	LEX	hipogástrio, abdome							13/04/2026	
4096	pebaru bo	pebaɾu bo	LEX	peninha abdominal das ave							13/04/2026	
4097	pebo	pebo	LEX	cada uma das peninhas do abdome das ave   LEX							13/04/2026	
4098	pecuguia	petʃuguia	LEX	choca (ave), popularmente chamada maripobre							13/04/2026	
4099	peda	pedːa	LEX	lugar de repartição							13/04/2026	
4100	pedago	pedago	S	tuvira ou batuíra		Adontosternarchus balaenops	https://pt.wikipedia.org/wiki/Adontosternarchus_balaenops	https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Adontosternarchus_balaenops.jpg/960px-Adontosternarchus_balaenops.jpg			13/04/2026	
4101	pedobo (jepedobo)	pedobo	LEX	nó de taquaras, nó de palmeira							13/04/2026	
4102	pedodu	peˈdːodːɯ	PPASS	distribuído, repartido							13/04/2026	
4103	pedodurewu	peˈdːodːɯˈɾew	S	aquilo que foi repartido, compartilhado, distribuído							13/04/2026	
4104	pedu	pedːɯ	LEX	tendão de Aquiles							13/04/2026	
4105	pedu ra	pedu ɾa	LEX	perônio, osso da perna que acompanha a tíbia (ra eta							13/04/2026	
4106	pegadodu	pegadodu	PPASS	estragado, arruinado, prejudicado, envelhecido							13/04/2026	
4107	pegadodurewu	pegaˈdːodːɯˈɾew	S	o que foi estragado							13/04/2026	
4108	pegagodurewu	pegagoduˈɾew	S	o que começa a adoecer, a se estragar, a ficar velho, a se transformar							13/04/2026	
4109	pegagorirewu	pegagoɾiˈɾew	S	excremento duro de minhoca							13/04/2026	
4110	pegaguru	pegaguɾu	LEX	diarréia, disenteria							13/04/2026	
4111	pegagurudo	pegaguˈɾudːʌ	LEX	causar diarréia							13/04/2026	
4112	pegagururewu	pegaguɾuˈɾew	S	aquele que tem diarréia							13/04/2026	
4113	pegarewu	pegaˈɾew	S	o ruim, o mau, o feio, o velho, o doente							13/04/2026	
4114	pegeje	pegedʒːe	ADV	de cócora							13/04/2026	
4115	pegigo	pegigo	LEX	variedade de marimbondo							13/04/2026	
4116	pegodo	peˈgodːʌ	LEX	molhar							13/04/2026	true
4117	pegododu	pegoˈdːodːɯ	PPASS	molhado							13/04/2026	
4118	pegododurewu	pegoˈdːodːɯˈɾew	S	o que foi molhado, batizado							13/04/2026	
4119	pegodudo	pegodːudːʌ	VC	fazer defecar; molhar							13/04/2026	
4120	pegodurewu	pegoduˈɾew	S	o que defeca							13/04/2026	
4121	pegorewu	pegoˈɾew	S	molhado							13/04/2026	
4122	peguga	peguga	LEX	machucada, ferimento							13/04/2026	
4123	pegugado	pegugadːʌ	LEX	machucar, ferir							13/04/2026	
4124	pegugadodu	pegugaˈdːodːɯ	PPASS	machucado, ferido							13/04/2026	
4125	pegugadodurewu	pegugaˈdːodːɯˈɾew	S	o que foi machucado, o que foi ferido							13/04/2026	
4126	pegugarewu	pegugaˈɾew	S	o machucado, o ferido							13/04/2026	
4127	pegurara	peguɾaɾa	LEX	estrangulamento, estreitamento; variedade de formiga que ferroa							13/04/2026	
4128	peguru	peˈguɾu	LEX	intestino		intestino	https://pt.wikipedia.org/wiki/Intestino	https://www.dralexandrecoutinho.com.br/wp-content/uploads/2022/10/Anatomia-do-intestino.png			13/04/2026	true
4129	peguru gigirewu	peguɾu gigiɾew	S	intestino grosso							13/04/2026	
4130	peguru kodoborewu	peguɾu kodoboɾew	S	estômago							13/04/2026	
4131	peja (ou peraporo)	pedʒa	LEX	ânus							13/04/2026	
4132	pekodu	pekodːɯ	LEX	musculatura glútea							13/04/2026	true
4133	pemega	peˈmega	LEX	bondade, saúde, beleza; bem, bom; ser bom, estar bem							13/04/2026	
4134	pemegado	pemeˈgadːʌ	VC	melhorar, curar, embelezar, agradar							13/04/2026	
4135	pemegadoda	pemegaˈdodːa	LEX	lugar onde alguém se arruma, ou prepara para festa							13/04/2026	
4136	pemegadodu	pemegaˈdːodːɯ	PPASS	feito bom, sarado, embelezado, acabado, ordenado, preparado							13/04/2026	
4137	pemegadoduˈrewu	pemegadodːuˈɾew	S	aquele que foi curado, embelezado, ordenado, preparado							13/04/2026	
4138	pemegago	pemeˈgago	VC	começar a melhorar (algo), começar a curar, começar a embelezar							13/04/2026	
4139	pemegagodu	pemegaˈgodːɯ	LEX	bondade incipiente, saúde iminente, beleza incipiente, começar a ser bom, começar a ficar bom							13/04/2026	
4140	pemegagodurewu	pemegagodːuˈɾew	S	aquele que está melhorando, aquele que começa a ficar bonito, ordenado, acabado, preparado							13/04/2026	
4141	pemegarewu	pemegaˈɾew	LEX	aquele que é bom, sadio, belo, acabado, ordenado, preparado							13/04/2026	
4142	penogogo	penogogo	LEX	mamangaba		gênero Bombus	https://pt.wikipedia.org/wiki/Mamangaba				13/04/2026	
4143	pepegeje	pepegedʒːe	LEX	jaçanã		Jacana jacana	https://pt.wikipedia.org/wiki/Jaçanã				13/04/2026	
4144	pera	ˈpeɾa	LEX	região glútea do corpo; parte posterior de qualquer coisa; fundo de um objeto							13/04/2026	
4145	peraˈporo (peja)	ˈpeɾa ˈpoɾo	LEX	ânus							13/04/2026	
4146	perabiji	peɾabidʒi	LEX	para atrás							13/04/2026	
4147	peragadu1	peɾaˈgadːɯ	LEX	abundância, muito, demasiado							13/04/2026	
4148	peragadu2	peɾaˈgadːɯ	LEX	variedade de lobinho							13/04/2026	
4149	peragi	peˈɾagi	POSP	por detràs, atrás de							13/04/2026	
4150	peri	ˈpeɾi	LEX	abundância, arrogância, centelha, faísca, brilho, chispa, fulgor							13/04/2026	
4151	perido	peˈɾidːʌ	LEX	abundar, centelhar, faiscar							13/04/2026	
4152	peridodu	peɾiˈdːodːɯ	LEX	centelha, faísca, abundância							13/04/2026	
4153	perigara	peɾiˈgaɾa	LEX	faca (ver tarigara)							13/04/2026	
4154	perigo	peˈɾigo	LEX	abundar, produzir muito, centelhar, faiscar							13/04/2026	
4155	periperi	peɾiˈpeɾi	LEX	pontinhos, pintinha							13/04/2026	
4156	periperido	peɾipeˈɾidːʌ	LEX	pontilhar, salpicar							13/04/2026	
4157	periperirewu	peɾipeɾiˈɾew	LEX	pontilhado, salpicado							13/04/2026	
4158	perirewu	peɾiˈɾew	S	o abundante, o arrogante, o faiscante, o centelhante, brilhante							13/04/2026	
4159	perodudo	peɾoˈdːudːʌ	LEX	dar pouca importância, menosprezar							13/04/2026	
4160	petori	peˈtoɾi	LEX	encolhimento, encurvamento							13/04/2026	
4161	petorigodu	petoɾiˈgodːɯ	PPASS	encolhido							13/04/2026	
4162	petorirewu	petoɾiˈɾew	LEX	o encolhido							13/04/2026	
4163	pewo (vrt. de pebo)	pewo	LEX	abdômen							13/04/2026	
4164	pewu	pewu	LEX	esforço							13/04/2026	
4165	pewudodu	pewudːodːɯ	PPASS	esforçado							13/04/2026	
4166	pewugo	pewugo	LEX	esforçar							13/04/2026	
4167	pewugodu	pewuˈgodːɯ	LEX	esforço							13/04/2026	
4168	pewugodurewu	pewugoduˈɾew	S	aquele que se esforça							13/04/2026	
4169	pewurewu	pewuˈɾew	S	o esforçado							13/04/2026	
4170	pi1	pi	ADV	logo, imediatamente							13/04/2026	
4171	pi2	pi	LEX	pequenez, miudeza							13/04/2026	
4172	pigi	pigi	LEX	pirilampo		Família: Elateridae, Phengodidae e Lampyridae	https://pt.wikipedia.org/wiki/Vaga-lume	https://upload.wikimedia.org/wikipedia/commons/2/2b/Lampyris_noctiluca.jpg			13/04/2026	
4173	pigigodu	pigiˈgodːɯ	LEX	pequenez, pouquidão, exigüidade							13/04/2026	
4174	pigigodudo	pigigodːudːʌ	VC	fazer pouco, fazer pequeno, diminuir, reduzir							13/04/2026	
4175	pigigodurewu	pigigoduˈɾew	S	o pequeno, o reduzido, o diminuído							13/04/2026	
4176	pigipigi (joku pigipigi)	pigipigi	LEX	pirilampo							13/04/2026	
4177	pijido	pidʒidːʌ	LEX	deixar, abandonar							13/04/2026	
4178	pikiri	pikiɾi	LEX	pequenez, pequeno							13/04/2026	
4179	pinai	pinai	LEX	tesoura							13/04/2026	
4180	pinai atureboe	pinai atuɾeboe	LEX	conchinha usada para aparar os cabelo							13/04/2026	
4181	pinai meriri	pinai meɾiɾi	LEX	tesoura de aço							13/04/2026	
4182	pio1	pio	LEX	cera de abelhas purificada							13/04/2026	
4183	pio2	pio	LEX	cotovelo							13/04/2026	
4184	pio3	pio	LEX	emenda, cotovelo							13/04/2026	
4185	piodudu (pl. piodudue)	piodudu	S	beija-flor		Família: Trochilidae	https://pt.wikipedia.org/wiki/Beija-flor				13/04/2026	
4186	pipi ba	pipi ba	LEX	olho de piolho, lêndea							13/04/2026	
4187	pirire	piɾiɾe	LEX	sagüi							13/04/2026	
4188	pitori	pitoɾi	LEX	pequenez, pequeno							13/04/2026	
4189	pitorido	pitoɾidːʌ	VC	fazer pequeno, diminuir reduzir							13/04/2026	
4190	pitorirewu	pitoɾiˈɾew	LEX	o pequeno							13/04/2026	
4191	po corewu	po tʃoɾew	S	rio Poxoréo que atravessa a cidade homônima, indo se juntar com o Porubi para formar o Pogubo, rio Vermelho							13/04/2026	
4192	po maerewu	po maeɾew	S	grande extensão de água: mar							13/04/2026	
4193	po rurudo	po ɾuɾudo	VC	fazer barulho batendo as água							13/04/2026	
4194	po1	po	LEX	esfericidade, joelho, feixe, aumento, acréscimo							13/04/2026	
4195	po2	po	LEX	água, rio							13/04/2026	
4196	pobe ma jewu metuia bokware	pobe ma dʒewu metuia bokwaɾe	NUM	três							13/04/2026	
4197	pobo	pobo	LEX	água, rio							13/04/2026	
4198	pobo akurewu epa	pobo akuɾew epa	LEX	geladeira, congelador							13/04/2026	
4199	pobo amagadu	pobo amagadu	LEX	onda							13/04/2026	
4200	pobo amagadudo	pobo amagadːodːɯ	VC	produzir onda							13/04/2026	
4201	pobo butugu	pobo butugu	LEX	água parada							13/04/2026	
4202	pobo epa	pobo epa	LEX	mergulhador, pescador							13/04/2026	
4203	pobo gigiri	pobo gigiɾi	LEX	leve ondulação dá água							13/04/2026	
4204	pobo jaredo	pobo dʒaɾedo	LEX	agitar a água							13/04/2026	
4205	pobo jaruru	pobo dʒaɾuɾu	LEX	barulho produzido naturalmente pelas água							13/04/2026	
4206	pobo kana	pobo kana	LEX	afluente							13/04/2026	
4207	pobo pagudu	pobo pagudːɯ	LEX	levíssima ondulação da água							13/04/2026	
4208	pobo pagududo	pobo pagudːodːɯ	VC	ondular levissimamente a água							13/04/2026	
4209	pobo pagudurewu	pobo pagudːɯɾew	S	água levemente ondulada							13/04/2026	
4210	pobo rirewu	pobo ɾiɾew	S	gelo							13/04/2026	
4211	pobo tubegadodu	pobo tubegadodu	LEX	ilha fluvial							13/04/2026	
4212	pobo uru	pobo uɾu	LEX	água quente, nascente de água termal							13/04/2026	
4213	pobodori	pobodoɾi	LEX	batata da capoeira (parecida com cobra)							13/04/2026	
4214	poboguje	pobogudʒːe	LEX	larva							13/04/2026	
4215	pobojare	pobodʒaɾe	LEX	abertura da água, movimento da água quando um peixe aflora ou quando passa uma embarcação							13/04/2026	
4216	pobojari	pobodʒaɾi	LEX	olho d'água							13/04/2026	
4217	poboki	poboki	ADV	rio acima							13/04/2026	
4218	pobore	poboɾe	LEX	correnteza, rápido							13/04/2026	
4219	pobore butu	poboɾe butu	LEX	cascata, cachoeira							13/04/2026	
4220	pobore butu kurirewu	poboɾe butu kuɾiɾew	S	cachoeira de Fumaça no Rio das Morte							13/04/2026	
4221	poborea	poboɾea	LEX	leito secundário ou leito seco de um rio							13/04/2026	
4222	poburewu	pobuˈɾew	S	variedade de urubu							13/04/2026	
4223	poburewu uiorubo	pobuɾew uioɾubo	LEX	arbusto do cerrado usado como remédio mágico preventivo contra qualquer doença							13/04/2026	
4224	pobuto	pobuto	LEX	onda							13/04/2026	
4225	pobutodo	pobutodːʌ	LEX	provocar ondas, encrespar a água							13/04/2026	
4226	pobutorewu	pobutoˈɾew	S	curso d'água encrespada							13/04/2026	
4227	podo (upodo)	podːʌ	LEX	fazer um feixe, fazer um fardo, dobrar, envolver, embrulhar, unir, emendar, abraçar							13/04/2026	
4228	podo1	podːʌ	LEX	colocar água, encher com água							13/04/2026	
4229	podo2	podːʌ	POSP	frente, na frente de							13/04/2026	
4230	pododa	pododːa	LEX	lugar onde se busca água, porto, fim de uma estrada que leva ao rio							13/04/2026	
4231	pododu	poˈdːodːɯ	PPASS	enfeixado, enfardado, dobrado, embrulhado, envolvido, cheio d'água							13/04/2026	
4232	pododurewu	poˈdːodːɯˈɾew	S	aquilo que foi enchido d'água							13/04/2026	
4233	podogeje	podogedʒːe	ADV	em forma de trança							13/04/2026	
4234	podokea	podokea	LEX	dobra da perna							13/04/2026	
4235	podu	podːɯ	LEX	calma, maciez, prudência, cautela, sondagem							13/04/2026	
4236	podudo	podːudːʌ	LEX	acautelar, sondar, acalmar-se, ter prudência							13/04/2026	
4237	podugodu	poduˈgodːɯ	LEX	calma, cautela, prudência, sondagem, perseguição							13/04/2026	
4238	podugodurewu	podugoduˈɾew	S	aquele que age com calma, com prudência, que sonda							13/04/2026	
4239	podurewu	poduˈɾew	LEX	o calmo, o prudente, o cauteloso, o perseguidor							13/04/2026	
4240	poeigaiwu	poeigaiwu	LEX	miúdo							13/04/2026	
4241	poga	poga	LEX	musculatura do vão das perna							13/04/2026	
4242	pogea	pogea	LEX	justaposição							13/04/2026	
4243	pogo	pogo	LEX	anu-branco		Guira guira	https://pt.wikipedia.org/wiki/Anu-branco	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Guirakuckuck_Guira_guira.JPG/960px-Guirakuckuck_Guira_guira.JPG			13/04/2026	
4244	pogodawu	pogodawu	LEX	variedade de inhame comestível							13/04/2026	
4245	pogodori	pogodoɾi	LEX	variedade de tubérculo comestível							13/04/2026	
4246	pogodori uporewu	pogodoɾi upoɾew	S	casa dos &quot;civilizado   LEX&quot;							13/04/2026	
4247	pogoe (pl. de pogo)	pogoe	LEX	anu-branco		Guira guira	https://pt.wikipedia.org/wiki/Anu-branco	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Guirakuckuck_Guira_guira.JPG/960px-Guirakuckuck_Guira_guira.JPG			13/04/2026	
4248	pogoga i	pogoga i	LEX	árvore de cabaça							13/04/2026	
4249	pogora bo	pogoɾa bo	LEX	plumagem das pernas das ave							13/04/2026	
4250	pogorajiwu	pogoɾadʒiwu	LEX	calça	uture toro awu pogorajiwu tabo = foi lá com essa calça (aqui)						13/04/2026	
4251	pogorajiwu torigodu	pogoɾadʒiwu toɾigodu	S	calça, bermuda				https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Trousers-colourisolated.jpg/500px-Trousers-colourisolated.jpg			13/04/2026	
4252	pogu	pogu	LEX	coisa que dá coceira							13/04/2026	
4253	pogubo	pogubo	LEX	verão							13/04/2026	
4254	pogubo cerewu	pogubo tʃeɾew	S	rio Lourenço							13/04/2026	
4255	poguru	poguɾu	LEX	vergonha, humilhação							13/04/2026	true
4256	pogurudo	poguɾudːʌ	LEX	envergonhar, humilhar, acanhar							13/04/2026	
4257	pogurudodu	poguɾudːodːɯ	PPASS	envergonhado, humilhado, acanhado							13/04/2026	
4258	pogurudodurewu	poguɾudːodːɯˈɾew	S	aquele que foi envergonhado, humilhado; o acanhado							13/04/2026	
4259	pogururewu	poguɾuˈɾew	S	aquele que tem vergonha, o humilhado, o acanhado							13/04/2026	
4260	poido	poidːʌ	LEX	remanso das margens dos rio							13/04/2026	
4261	poiwa	poiwa	LEX	palmito							13/04/2026	
4262	poiwo meriri	poiwo meɾiɾi	LEX	cânula metálica para beber chimarrão							13/04/2026	
4263	pope	pope	LEX	confiança, confiar							13/04/2026	
4264	popeae	popeae	LEX	objeto de confiança, objeto em que se confia							13/04/2026	
4265	pora1	poɾa	LEX	aguapé							13/04/2026	
4266	pora2	poɾa	LEX	região peitoral							13/04/2026	
4267	porai	poɾai	LEX	gorgeira							13/04/2026	
4268	pore	poɾe	LEX	corredeira, correnteza							13/04/2026	
4269	porero	poɾeɾo	LEX	pequeno pote							13/04/2026	
4270	porewu (oporewu uporewu)	poɾew	LEX	feixe							13/04/2026	
